864
0.000000	8.485281
0.000000	8.485281
0.000000	8.485281
0.000000	0.000000	0.000000	1.000000
0.000000	1.414214	0.000000	1.000000
0.000000	2.828427	0.000000	1.000000
0.000000	4.242641	0.000000	1.000000
0.000000	5.656854	0.000000	1.000000
0.000000	7.071068	0.000000	1.000000
0.707107	0.707107	0.000000	1.000000
0.707107	2.121320	0.000000	1.000000
0.707107	3.535534	0.000000	1.000000
0.707107	6.363961	0.000000	1.000000
0.707107	7.778175	0.000000	1.000000
1.414214	0.000000	0.000000	1.000000
1.414214	1.414214	0.000000	1.000000
1.414214	2.828427	0.000000	1.000000
1.414214	4.242641	0.000000	1.000000
1.414214	5.656854	0.000000	1.000000
1.414214	7.071068	0.000000	1.000000
2.121320	0.707107	0.000000	1.000000
2.121320	2.121320	0.000000	1.000000
2.121320	3.535534	0.000000	1.000000
2.121320	4.949747	0.000000	1.000000
2.121320	6.363961	0.000000	1.000000
2.121320	7.778175	0.000000	1.000000
2.828427	0.000000	0.000000	1.000000
2.828427	1.414214	0.000000	1.000000
2.828427	2.828427	0.000000	1.000000
2.828427	4.242641	0.000000	1.000000
2.828427	5.656854	0.000000	1.000000
2.828427	7.071068	0.000000	1.000000
3.535534	0.707107	0.000000	1.000000
3.535534	2.121320	0.000000	1.000000
3.535534	3.535534	0.000000	1.000000
3.535534	4.949747	0.000000	1.000000
3.535534	6.363961	0.000000	1.000000
3.535534	7.778175	0.000000	1.000000
4.242641	0.000000	0.000000	1.000000
4.242641	1.414214	0.000000	1.000000
4.242641	2.828427	0.000000	1.000000
4.242641	4.242641	0.000000	1.000000
4.242641	5.656854	0.000000	1.000000
4.242641	7.071068	0.000000	1.000000
4.949747	0.707107	0.000000	1.000000
4.949747	2.121320	0.000000	1.000000
4.949747	3.535534	0.000000	1.000000
4.949747	4.949747	0.000000	1.000000
4.949747	6.363961	0.000000	1.000000
4.949747	7.778175	0.000000	1.000000
5.656854	0.000000	0.000000	1.000000
5.656854	1.414214	0.000000	1.000000
5.656854	2.828427	0.000000	1.000000
5.656854	4.242641	0.000000	1.000000
5.656854	5.656854	0.000000	1.000000
5.656854	7.071068	0.000000	1.000000
6.363961	0.707107	0.000000	1.000000
6.363961	2.121320	0.000000	1.000000
6.363961	3.535534	0.000000	1.000000
6.363961	4.949747	0.000000	1.000000
6.363961	6.363961	0.000000	1.000000
6.363961	7.778175	0.000000	1.000000
7.071068	0.000000	0.000000	1.000000
7.071068	1.414214	0.000000	1.000000
7.071068	2.828427	0.000000	1.000000
7.071068	4.242641	0.000000	1.000000
7.071068	5.656854	0.000000	1.000000
7.071068	7.071068	0.000000	1.000000
7.778175	0.707107	0.000000	1.000000
7.778175	2.121320	0.000000	1.000000
7.778175	3.535534	0.000000	1.000000
7.778175	4.949747	0.000000	1.000000
7.778175	6.363961	0.000000	1.000000
7.778175	7.778175	0.000000	1.000000
